rank,record_id,title,authors_as_listed,arxiv,publication_year,frontier_labels,primary_arxiv_category,citation_count,citation_count_without_self_citations,citations_per_year,impact_proxy_score_0_100,frontier_count,placement_count,citation_source,inspire_url
433,arxiv:2206.15345,Spin Polarized Electron Beams Production Beyond III-V Semiconductors,L. Cultrera.,2206.15345,2022,Accelerator Science and Technology,physics.acc-ph,3,3,0.7300133244503664,17.45810055865922,1,1,INSPIRE,https://inspirehep.net/literature/2104137
434,arxiv:2205.12198,Exotic Higgs Decays in the Type-II 2HDMs at Current and Future pp Colliders,F. Kling et al.,2205.12198,2022,Energy | Theory,hep-ph,3,2,0.7124512353706112,17.31843575418994,2,2,INSPIRE,https://inspirehep.net/literature/2087148
435,arxiv:2204.07285,Enabling Capabilities for Infrastructure and Workforce in Electronics and ASICs,M. Artuso et al.,2204.07285,2022,Instrumentation,physics.ins-det,3,0,0.6943916349809887,17.262569832402235,1,1,INSPIRE,https://inspirehep.net/literature/2067855
436,arxiv:2204.02928,Implications of Energy Peak for Collider Phenomenology: Top Quark Mass Determination and Beyond,K. Agashe et al.,2204.02928,2022,Energy | Theory,hep-ph,3,0,0.690889029003783,17.206703910614525,2,2,INSPIRE,https://inspirehep.net/literature/2063957
437,arxiv:2203.12542,Photon Counting from the Vacuum Ultraviolet to the Short Wavelength Infrared using Semiconductor and Superconducting Technologies,J. Asaadi et al.,2203.12542,2022,Instrumentation,physics.ins-det,3,0,0.6848437500000001,17.150837988826815,1,1,INSPIRE,https://inspirehep.net/literature/2057457
438,arxiv:2203.11523,"How to Read the Snowmass White Papers on Power Dynamics in Physics, Informal Socialization in Physics Training, and Policing and Gatekeeping in STEM",A. K. Hodari et al.,2203.11523,2022,Community Engagement,physics.ed-ph,3,0,0.6844159900062461,17.094972067039105,1,1,INSPIRE,https://inspirehep.net/literature/2094673
439,arxiv:2203.11665,Facilitating Non-HEP Career Transition,S. Malik et al.,2203.11665,2022,Community Engagement,physics.ed-ph,3,1,0.6839887640449439,17.039106145251395,1,1,INSPIRE,https://inspirehep.net/literature/2056911
440,arxiv:2203.10377,Nurturing the Industrial Accelerator Technology Base in the US,A. M. M. Todd,2203.10377,2022,Accelerator Science and Technology | Community Engagement,physics.acc-ph,3,2,0.683135910224439,16.98324022346369,2,2,INSPIRE,https://inspirehep.net/literature/2055810
441,arxiv:2203.10953,Particle Physics Outreach to K-12 Schools and Opportunities in Undergraduate Education,M. G. Bardeen et al.,2203.10953,2022,Community Engagement,physics.ed-ph,3,1,0.6827102803738319,16.927374301675975,1,1,INSPIRE,https://inspirehep.net/literature/2055665
442,arxiv:2203.09198,"AWAKE, Plasma Wakefield Acceleration of Electron Bunches for Near and Long Term Particle Physics Applications",P. Muggli (AWAKE Collaboration),2203.09198,2022,Accelerator Science and Technology,physics.acc-ph,3,3,0.6822851805728519,16.87150837988827,1,1,INSPIRE,https://inspirehep.net/literature/2054333
443,arxiv:2203.08869,Advancing Superconducting Magnet Diagnostics for Future Colliders,M. Marchevsky et al.,2203.08869,2022,Accelerator Science and Technology,physics.acc-ph,3,1,0.6818606098319852,16.70391061452514,1,1,INSPIRE,https://inspirehep.net/literature/2054268
444,arxiv:2203.14345,Evolution of HEP Processing Frameworks,C. D. Jones et al.,2203.14345,2022,Computational,cs.DC,3,2,0.6818606098319852,16.70391061452514,1,1,INSPIRE,https://inspirehep.net/literature/2058929
445,arxiv:2203.08919,"Strategies in Education, Outreach, and Inclusion to Enhance the US Workforce in Accelerator Science and Engineering",M. Bai et al.,2203.08919,2022,Accelerator Science and Technology | Community Engagement,physics.acc-ph,3,3,0.6818606098319852,16.70391061452514,2,2,INSPIRE,https://inspirehep.net/literature/2054274
446,arxiv:2203.08916,The Need for Structural Changes to Create Impactful Public Engagement in US Particle Physics,K. A. Assamagan et al.,2203.08916,2022,Community Engagement,physics.soc-ph,3,0,0.6818606098319852,16.70391061452514,1,1,INSPIRE,https://inspirehep.net/literature/2094671
447,arxiv:2203.08871,Understanding Training in Superconducting Accelerator Magnets using Acoustic Emission Diagnostics,M. Marchevsky.,2203.08871,2022,Accelerator Science and Technology,physics.acc-ph,3,2,0.6818606098319852,16.70391061452514,1,1,INSPIRE,https://inspirehep.net/literature/2054292
448,arxiv:2203.08010,Analysis Facilities for HL-LHC,D. Benjamin et al.,2203.08010,2022,Computational,hep-ex,3,2,0.681436567164179,16.396648044692736,1,1,INSPIRE,https://inspirehep.net/literature/2052513
449,arxiv:2203.08113,Data Preservation for Cosmology,M. Alvarez et al.,2203.08113,2022,Cosmic | Computational | Theory,astro-ph.CO,3,2,0.681436567164179,16.396648044692736,3,3,INSPIRE,https://inspirehep.net/literature/2052873
450,arxiv:2203.08276,Design Considerations for Fermilab Multi-MW Proton Facility in the DUNE/LBNF Era,J. Eldred et al.,2203.08276,2022,Accelerator Science and Technology | Neutrinos | Rare Processes and Precision Measurements,physics.acc-ph,3,3,0.681436567164179,16.396648044692736,3,3,INSPIRE,https://inspirehep.net/literature/2053548
451,arxiv:2203.08309,Fiber-Optic Diagnostic System for Future Accelerator Magnets,M. Baldini et al.,2203.08309,2022,Accelerator Science and Technology,physics.acc-ph,3,1,0.681436567164179,16.396648044692736,1,1,INSPIRE,https://inspirehep.net/literature/2053601
452,arxiv:2203.09945,Portability: A Necessary Approach for Future Scientific Software,M. Bhattacharya et al.,2203.09945,2022,Computational,physics.comp-ph,3,1,0.681436567164179,16.396648044692736,1,1,INSPIRE,https://inspirehep.net/literature/2054702
453,arxiv:2203.07907,Resummation for Future Colliders,M. van Beekveld et al.,2203.07907,2022,Theory,hep-ph,3,1,0.681436567164179,16.396648044692736,1,1,INSPIRE,https://inspirehep.net/literature/2052538
454,arxiv:2203.07287,A TPC-based Tracking System for a Future Belle II Upgrade,A. Löschke Centeno et al.,2203.07287,2022,Instrumentation,physics.ins-det,3,0,0.6810130515848353,16.11731843575419,1,1,INSPIRE,https://inspirehep.net/literature/2051246
455,arxiv:2203.07154,Materials for Future Calorimeters,"M. Yeh, R.-Y. Zhu.",2203.07154,2022,Instrumentation,physics.ins-det,3,3,0.6810130515848353,16.11731843575419,1,1,INSPIRE,https://inspirehep.net/literature/2051108
456,arxiv:2203.07202,Study of the hγZ coupling at the ILC,Y. Aoki et al.,2203.07202,2022,Energy,hep-ex,3,2,0.6810130515848353,16.11731843575419,1,1,INSPIRE,https://inspirehep.net/literature/2051671
457,arxiv:2203.07314,Track-Based Triggers for Exotic Signatures,K. F. Di Petrillo et al.,2203.07314,2022,Energy | Instrumentation,hep-ex,3,2,0.6810130515848353,16.11731843575419,2,2,INSPIRE,https://inspirehep.net/literature/2051243
458,arxiv:2203.06816,Accelerator and Beam Physics: Grand Challenges and Research Opportunities,S. Nagaitsev et al.,2203.06816,2022,Accelerator Science and Technology,physics.acc-ph,3,2,0.6805900621118012,15.921787709497206,1,1,INSPIRE,https://inspirehep.net/literature/2051669
459,arxiv:2203.06843,Deploying In-Network Caches in Support of Distributed Scientific Data Sharing,A. Sim et al.,2203.06843,2022,Computational,cs.NI,3,2,0.6805900621118012,15.921787709497206,1,1,INSPIRE,https://inspirehep.net/literature/2051916
460,arxiv:2203.06776,New Approach to DM Searches with Mono-Photon Signature,J. Kalinowski et al.,2203.06776,2022,Energy,hep-ph,3,1,0.6805900621118012,15.921787709497206,1,1,INSPIRE,https://inspirehep.net/literature/2051322
461,arxiv:2203.06562,MPGDs: Recent Advances and Current R&D,K. Dehmelt et al.,2203.06562,2022,Instrumentation,physics.ins-det,3,1,0.6801675977653631,15.810055865921786,1,1,INSPIRE,https://inspirehep.net/literature/2050822
462,arxiv:2203.06262,High-Pressure TPCs in Pressurized Caverns: Opportunities in Dark Matter and Neutrino Physics,B. Monreal.,2203.06262,2022,Cosmic | Instrumentation | Neutrinos | Underground Facilities and Infrastructure,hep-ph,3,2,0.6797456575682381,15.698324022346368,4,4,INSPIRE,https://inspirehep.net/literature/2050808
463,arxiv:2203.06309,Micro Pattern Gaseous Detectors for Nuclear Physics,F. Barbosa et al.,2203.06309,2022,Instrumentation,physics.ins-det,3,2,0.6797456575682381,15.698324022346368,1,1,INSPIRE,https://inspirehep.net/literature/2050852
464,arxiv:2203.06207,Probing Heavy-Flavor Parton Distribution Functions at Hadron Colliders,K. Xie et al.,2203.06207,2022,Energy,hep-ph,3,0,0.6797456575682381,15.698324022346368,1,1,INSPIRE,https://inspirehep.net/literature/2050952
465,arxiv:2203.04391,Adaptive Machine Learning for Time-Varying Systems: Towards 6D Phase Space Diagnostics of Short Intense Charged Particle Beams,"A. Scheinker, S. Gessner.",2203.04391,2022,Accelerator Science and Technology | Computational,physics.acc-ph,3,2,0.6784829721362229,15.58659217877095,2,2,INSPIRE,https://inspirehep.net/literature/2049097
466,arxiv:1910.14149,A Fast Method for Particle Tracking and Triggering using Small-Radius Silicon Detectors,A. V. Kotwal.,1910.14149,2019,Energy | Instrumentation,physics.ins-det,4,2,0.5903030303030303,20.093109869646185,2,2,INSPIRE,https://inspirehep.net/literature/1762355
467,arxiv:2011.05329,Jas4pp - a Data-Analysis Framework for Physics and Detector Studies,S. V. Chekanov et al.,2011.05329,2020,Computational,physics.comp-ph,3,1,0.5222831267874166,15.47486033519553,1,1,INSPIRE,https://inspirehep.net/literature/1829408
468,arxiv:2209.10109,U.S. CMS - PURSUE (Program for Undergraduate Research SUmmer Experience),T. Bose et al.,2209.10109,2022,Community Engagement,physics.ed-ph,2,1,0.5133520730850316,10.726256983240223,1,1,INSPIRE,https://inspirehep.net/literature/2154635
469,arxiv:2209.06755,How Community Agreements Can Improve Workplace Culture in Physics,E. Barzi et al.,2209.06755,2022,Accelerator Science and Technology | Community Engagement | Cosmic | Computational | Energy | Instrumentation | Neutrinos | Rare Processes and Precision Measurements | Theory | Underground Facilities and Infrastructure,physics.soc-ph,2,1,0.5126315789473684,10.670391061452513,10,10,INSPIRE,https://inspirehep.net/literature/2167210
470,arxiv:2208.07910,"When, Where, and How to Open Data: A Personal Perspective",B. Nachman.,2208.07910,2022,Computational | Theory,hep-ph,2,1,0.5024071526822559,10.614525139664803,2,2,INSPIRE,https://inspirehep.net/literature/2136855
471,arxiv:2207.08875,Electron Sources for Accelerators,D. Filippetto et al.,2207.08875,2022,Accelerator Science and Technology,physics.acc-ph,2,1,0.4925826028320971,10.558659217877095,1,1,INSPIRE,https://inspirehep.net/literature/2117126
472,arxiv:2205.12873,Ion Sources for Production of Highly Charged Ion Beams,A. Lapierre et al.,2205.12873,2022,Accelerator Science and Technology,physics.acc-ph,2,0,0.4752765126870527,10.502793296089385,1,1,INSPIRE,https://inspirehep.net/literature/2087837
473,arxiv:2204.08983,Transforming U.S. Particle Physics Education: A Snowmass 2021 Study,O. Bitter et al.,2204.08983,2022,Community Engagement,physics.ed-ph,2,1,0.4643992371265099,10.446927374301676,1,1,INSPIRE,https://inspirehep.net/literature/2069479
474,arxiv:2204.06667,Review of CMS Contributions to Hadron Spectroscopy,R. Chistov et al.,2204.06667,2022,Rare Processes and Precision Measurements,hep-ex,2,1,0.4626345788473718,10.391061452513966,1,1,INSPIRE,https://inspirehep.net/literature/2067368
475,arxiv:2204.00098,Readout for Calorimetry at Future Colliders,T. Andeen et al.,2204.00098,2022,Instrumentation,physics.ins-det,2,0,0.458856783919598,10.335195530726256,1,1,INSPIRE,https://inspirehep.net/literature/2061487
476,arxiv:2203.15138,Particle Flow Calorimetry,"R. Ruchti, K. Kruger.",2203.15138,2022,Energy | Instrumentation,physics.ins-det,2,2,0.4579937304075235,10.279329608938546,2,2,INSPIRE,https://inspirehep.net/literature/2059607
477,arxiv:2203.14347,Light-Weight and Highly Thermally Conductive Support Structures for Future Tracking Detectors,E. Anderssen et al.,2203.14347,2022,Instrumentation,physics.ins-det,2,1,0.45770676691729323,10.223463687150836,1,1,INSPIRE,https://inspirehep.net/literature/2059177
478,arxiv:2203.13305,Collider Physics Opportunities of Extended Warped Extra-Dimensional Models,K. Agashe et al.,2203.13305,2022,Energy | Theory,hep-ph,2,0,0.45684803001876173,10.167597765363128,2,2,INSPIRE,https://inspirehep.net/literature/2058509
479,arxiv:2203.12806,"RADiCAL: Precision-Timing, Ultracompact, Radiation-Hard Electromagnetic Calorimetry",T. Anderson et al.,2203.12806,2022,Energy | Instrumentation,physics.ins-det,2,0,0.45656250000000004,10.111731843575418,2,2,INSPIRE,https://inspirehep.net/literature/2058072
480,arxiv:2203.12118,R&D Works for Superconducting Magnets for Future Accelerator Applications in Japan,T. Ogitsu et al.,2203.12118,2022,Accelerator Science and Technology,physics.acc-ph,2,1,0.45627732667083076,10.05586592178771,1,1,INSPIRE,https://inspirehep.net/literature/2057636
481,arxiv:2203.11290,Beam Test Facilities for R&D in Accelerator Science and Technologies,J. Power et al.,2203.11290,2022,Accelerator Science and Technology,physics.acc-ph,2,1,0.4559925093632959,10.0,1,1,INSPIRE,https://inspirehep.net/literature/2057073
482,arxiv:2203.10564,High Temperature Superconducting Bi-2212 Magnets for Energy Frontier Circular Colliders,T. Shen et al.,2203.10564,2022,Accelerator Science and Technology,physics.acc-ph,2,0,0.4557080474111042,9.94413407821229,1,1,INSPIRE,https://inspirehep.net/literature/2055827
483,arxiv:2203.10161,Collaborative Computing Support for Analysis Facilities Exploiting Software as Infrastructure Techniques,M. Acosta Flechas et al.,2203.10161,2022,Computational,physics.data-an,2,1,0.45514018691588787,9.860335195530727,1,1,INSPIRE,https://inspirehep.net/literature/2055674
484,arxiv:2203.10046,Scalar-Mediated Dark Matter Model at Colliders and Gravitational Wave Detectors,J. Liu et al.,2203.10046,2022,Energy,hep-ph,2,0,0.45514018691588787,9.860335195530727,1,1,INSPIRE,https://inspirehep.net/literature/2054751
485,arxiv:2203.09585,Particle Physics Outreach at Non-Traditional Venues,J. Cochran et al.,2203.09585,2022,Community Engagement,physics.ed-ph,2,2,0.4548567870485679,9.776536312849162,1,1,INSPIRE,https://inspirehep.net/literature/2055298
486,arxiv:2203.08969,Deep learning applications for quality control in particle detector construction,N. Akchurin et al.,2203.08969,2022,Computational,hep-ex,2,0,0.4545737398879901,9.720670391061452,1,1,INSPIRE,https://inspirehep.net/literature/2054166
487,arxiv:2203.08106,Broader Impact of Cyclotron-based Neutrino Sources,J. Alonso. (IsoDAR Collaboration),2203.08106,2022,Neutrinos,hep-ex,2,2,0.45429104477611937,9.553072625698324,1,1,INSPIRE,https://inspirehep.net/literature/2052591
488,arxiv:2203.08064,Dependence of the Top-Quark Mass Measured in Top-Quark Pair Production on the Parton Distribution Functions at the LHC and Future Colliders,J. Gombas et al.,2203.08064,2022,Energy,hep-ph,2,0,0.45429104477611937,9.553072625698324,1,1,INSPIRE,https://inspirehep.net/literature/2052526
489,arxiv:2203.07995,Societal Impacts of Particle Physics Projects,R. Zens et al.,2203.07995,2022,Community Engagement,hep-ex,2,0,0.45429104477611937,9.553072625698324,1,1,INSPIRE,https://inspirehep.net/literature/2052241
490,arxiv:2203.09944,Test Beam and Irradiation Facilities,M. Hartz et al.,2203.09944,2022,Instrumentation,physics.acc-ph,2,1,0.45429104477611937,9.553072625698324,1,1,INSPIRE,https://inspirehep.net/literature/2054690
491,arxiv:2203.07888,The Need for Further Development of Magnetrons as RF Sources for HEP,T. Kroc et al.,2203.07888,2022,Accelerator Science and Technology,physics.acc-ph,2,1,0.45429104477611937,9.553072625698324,1,1,INSPIRE,https://inspirehep.net/literature/2052849
492,arxiv:2203.07353,Improving Di-Higgs Sensitivity at Future Colliders in Hadronic Final States with Machine Learning,D. Diaz et al.,2203.07353,2022,Computational | Energy,hep-ph,2,2,0.45400870105655683,9.30167597765363,2,2,INSPIRE,https://inspirehep.net/literature/2051230
493,arxiv:2203.06961,R Measurement and QCD Studies at Future Super Tau−Charm Factory,G. Huang et al.,2203.06961,2022,Rare Processes and Precision Measurements,hep-ex,2,1,0.45400870105655683,9.30167597765363,1,1,INSPIRE,https://inspirehep.net/literature/2051078
494,arxiv:2203.07274,Test Samples and Infrastructure for Accelerator Magnet Developments,S. Stoynev.,2203.07274,2022,Accelerator Science and Technology,physics.acc-ph,2,1,0.45400870105655683,9.30167597765363,1,1,INSPIRE,https://inspirehep.net/literature/2051630
495,arxiv:2203.07272,Two-Fermion Final States at International Linear Collider,T. Suehara.,2203.07272,2022,Energy,hep-ph,2,1,0.45400870105655683,9.30167597765363,1,1,INSPIRE,https://inspirehep.net/literature/2051186
496,arxiv:2203.06809,Ion Coulomb Crystals in Storage Rings for Quantum Information Science,S. Brooks et al.,2203.06809,2022,Accelerator Science and Technology | Computational | Instrumentation | Theory,physics.acc-ph,2,2,0.45372670807453414,9.162011173184357,4,4,INSPIRE,https://inspirehep.net/literature/2051432
497,arxiv:2203.06104,DUNE Software and High Performance Computing,B. Fleming et al.,2203.06104,2022,Computational | Neutrinos,hep-ex,2,2,0.45316377171215877,9.022346368715084,2,2,INSPIRE,https://inspirehep.net/literature/2050149
498,arxiv:2203.06093,Integration and Packaging,S. Mazza et al.,2203.06093,2022,Instrumentation,hep-ex,2,2,0.45316377171215877,9.022346368715084,1,1,INSPIRE,https://inspirehep.net/literature/2050076
499,arxiv:2203.06267,MPGDs for TPCs at Future Lepton Colliders,A. Bellerive et al.,2203.06267,2022,Instrumentation,physics.ins-det,2,0,0.45316377171215877,9.022346368715084,1,1,INSPIRE,https://inspirehep.net/literature/2050939
500,arxiv:2203.06216,Simulations of Silicon Radiation Detectors for High Energy Physics Experiments,B. Nachman et al.,2203.06216,2022,Instrumentation,physics.ins-det,2,2,0.45316377171215877,9.022346368715084,1,1,INSPIRE,https://inspirehep.net/literature/2050937
501,external:https://cds.cern.ch/record/2806962,Physics with the Phase-2 ATLAS and CMS Detectors,ATLAS and CMS Collaborations.,,2022,Cosmic | Energy | Rare Processes and Precision Measurements,,2,2,0.434562760261749,8.882681564245809,3,3,INSPIRE-CDS,https://inspirehep.net/literature/2071528
502,arxiv:2004.00580,Measuring the Neutrino Event Time in Liquid Argon by a Post-Reconstruction One-parameter Fit,E. Angelico et al.,2004.00580,2020,Instrumentation | Neutrinos,physics.ins-det,2,2,0.3147350280051702,8.8268156424581,2,2,INSPIRE,https://inspirehep.net/literature/1789225
503,arxiv:2212.09524,Adding Stroboscopic Muon Information For Reduction of Systematic Uncertainties in DUNE,H. J. Frisch,2212.09524,2022,Instrumentation | Neutrinos,hep-ex,1,1,0.2742117117117117,4.925512104283054,2,2,INSPIRE,https://inspirehep.net/literature/2616006
504,arxiv:2205.11920,MSSM Under Higgs Factories,H. Li et al.,2205.11920,2022,Energy | Theory,hep-ph,1,0,0.23748374512353707,4.8696461824953445,2,2,INSPIRE,https://inspirehep.net/literature/2087161
505,arxiv:2204.01919,Superconducting Nanowire Single-Photon Detectors and Effect of Accumulation and Unsteady Releases of Excess Energy in Materials,S. Pereverzev et al.,2204.01919,2022,Cosmic | Instrumentation | Neutrinos,quant-ph,1,0,0.23000629722921914,4.8137802607076345,3,3,INSPIRE,https://inspirehep.net/literature/2063574
506,arxiv:2203.15902,"Large-Format, Transmission-Line-Coupled Kinetic Inductance Detector Arrays for HEP at Millimeter Wavelengths",P. S. Barry et al.,2203.15902,2022,Instrumentation,physics.ins-det,1,0,0.22856695869837299,4.757914338919925,1,1,INSPIRE,https://inspirehep.net/literature/2060090
507,arxiv:2203.14706,"Application-Driven Engagement with Universities, Synergies with other Funding Agencies","J. Hoff, S. Memik.",2203.14706,2022,Community Engagement,physics.soc-ph,1,1,0.22813866333541538,4.702048417132216,1,1,INSPIRE,https://inspirehep.net/literature/2058971
508,arxiv:2203.08750,Common Coil Dipole for High Field Magnet Design and R&D,R. Gupta et al.,2203.08750,2022,Accelerator Science and Technology,physics.acc-ph,1,0,0.22728686994399505,4.562383612662942,1,1,INSPIRE,https://inspirehep.net/literature/2053688
509,arxiv:2203.08427,Laser Manipulation of H- Beams,A. Rakhman.,2203.08427,2022,Accelerator Science and Technology,physics.acc-ph,1,1,0.22728686994399505,4.562383612662942,1,1,INSPIRE,https://inspirehep.net/literature/2053343
510,arxiv:2203.08874,Prospects for the Measurement of the Standard Model Higgs Pair Production at the Muon Colliders,K. Black et al. (ENUBET Collaboration),2203.08874,2022,Energy,hep-ex,1,1,0.22728686994399505,4.562383612662942,1,1,INSPIRE,https://inspirehep.net/literature/2054086
511,arxiv:2203.09010,"Solving Critical Problems of the Muon Collider Higgs Factory: Optics, Magnets and their Protection, Detector Backgrounds",Yu. I. Alexahin et al.,2203.09010,2022,Accelerator Science and Technology,physics.acc-ph,1,0,0.22728686994399505,4.562383612662942,1,1,INSPIRE,https://inspirehep.net/literature/2054279
512,arxiv:2203.08811,Analysis Cyberinfrastructure: Challenges and Opportunities,K. Lannon et al.,2203.08811,2022,Computational,physics.data-an,1,1,0.22714552238805968,4.338919925512104,1,1,INSPIRE,https://inspirehep.net/literature/2054080
513,arxiv:2203.08290,Hadron Spectroscopy in Photoproduction,M. Albaladejo et al.,2203.08290,2022,Rare Processes and Precision Measurements,hep-ex,1,0,0.22714552238805968,4.338919925512104,1,1,INSPIRE,https://inspirehep.net/literature/2053492
514,arxiv:2203.08132,Hybrid Conformal REBCO Dipole for a Next Hadron Collider,P. M. McIntyre.,2203.08132,2022,Accelerator Science and Technology | Energy,physics.acc-ph,1,1,0.22714552238805968,4.338919925512104,2,2,INSPIRE,https://inspirehep.net/literature/2052611
515,arxiv:2203.08270,Prospects for Searches for Higgs Boson Decays to Dark Photons at the ILC,S. Snyder et al.,2203.08270,2022,Energy,hep-ph,1,1,0.22714552238805968,4.338919925512104,1,1,INSPIRE,https://inspirehep.net/literature/2053422
516,arxiv:2203.07564,Belle II Grid-Based User Analysis,J. V. Bennett et al.,2203.07564,2022,Computational,hep-ex,1,1,0.22700435052827841,4.143389199255121,1,1,INSPIRE,https://inspirehep.net/literature/2052494
517,arxiv:2203.07551,Fe-Based High Field Superconductors for Cost-Effective Future Accelerator Magnets,F. Kametani et al.,2203.07551,2022,Accelerator Science and Technology,cond-mat.supr-con,1,1,0.22700435052827841,4.143389199255121,1,1,INSPIRE,https://inspirehep.net/literature/2053000
518,arxiv:2203.09941,Photomultipliers as High Rate Radiation-Resistant In-Situ Sensors in Future Experiments,"D. R Winn, Y. Onel.",2203.09941,2022,Instrumentation,physics.ins-det,1,1,0.22700435052827841,4.143389199255121,1,1,INSPIRE,https://inspirehep.net/literature/2054850
519,arxiv:2203.06731,Inorganic Scintillators for Future HEP Experiments,C. Hu et al.,2203.06731,2022,Instrumentation,physics.ins-det,1,0,0.22686335403726707,3.975791433891992,1,1,INSPIRE,https://inspirehep.net/literature/2051676
520,arxiv:2203.06819,Measuring the CP properties of the Higgs Sector at Electron-Positron Colliders,I. Božović-Jelisavucić et al.,2203.06819,2022,Energy,hep-ex,1,0,0.22686335403726707,3.975791433891992,1,1,INSPIRE,https://inspirehep.net/literature/2051089
521,arxiv:2203.06800,Strategies for Conformal REBCO Windings,J. Rogers et al.,2203.06800,2022,Accelerator Science and Technology | Energy,hep-ex,1,1,0.22686335403726707,3.975791433891992,2,2,INSPIRE,https://inspirehep.net/literature/2051085
522,arxiv:2203.05729,Tree-level Interference in VBF production of Vh,C. Paranjape et al.,2203.05729,2022,Energy,hep-ph,1,0,0.22644141351518907,3.8640595903165735,1,1,INSPIRE,https://inspirehep.net/literature/2050465
523,arxiv:2203.02760,Azimuthal Angular Correlation as a New Boosted Top Jet Substructure,"Z. Yu, C.-P. Yuan.",2203.02760,2022,Energy,hep-ph,1,0,0.2257416563658838,3.808193668528864,1,1,INSPIRE,https://inspirehep.net/literature/2820081
524,arxiv:2203.01847,Understanding Vacuum Arcs and Gradient Limits,J. Norem et al.,2203.01847,2022,Accelerator Science and Technology,physics.plasm-ph,1,1,0.22546296296296298,3.7523277467411544,1,1,INSPIRE,https://inspirehep.net/literature/2045707
525,arxiv:2202.05104,"Quantum Gravity and Phenomenology: Dark Matter, Dark Energy, Vacuum Selection, Emergent Spacetime, and Wormholes",P. Berglund et al.,2202.05104,2022,Theory,hep-th,1,1,0.22257769652650822,3.696461824953445,1,1,INSPIRE,https://inspirehep.net/literature/2030712
526,arxiv:2112.09548,A Note on Blind Technique for New Physics Searches in Particle Physics,S. V. Chekanov et al.,2112.09548,2021,Energy,hep-ex,1,1,0.2152327637006482,3.6405959031657353,1,1,INSPIRE,https://inspirehep.net/literature/1992906
527,arxiv:2209.03505,Background Monte Carlo Samples for a Future Hadron Collider,R. Gardner et al.,2209.03505,2022,Energy,hep-ex,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2148936
528,arxiv:2203.06146,Cryogenic User Facilities for R&D on Noble Liquid Detectors and Low Temperature Devices,Y. Li et al.,2203.06146,2022,Instrumentation,physics.ins-det,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2050101
529,arxiv:2203.06255,Enabling U.S. Participation in Future Higgs Factories,K. Black et al.,2203.06255,2022,Energy,hep-ex,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2050934
530,arxiv:2203.09942,High Rate and High Precision Timing and Calorimeter Detectors,D. R. Winn et al.,2203.09942,2022,Instrumentation,physics.ins-det,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2054847
531,arxiv:2203.09939,"Novel Low Workfunction Semiconductors for Calorimetry and Detection: High Energy, Dark Matter and Neutrino Phenomena",D. R. Winn.,2203.09939,2022,Instrumentation,physics.ins-det,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2054704
532,arxiv:2203.11623,PetaVolts per Meter Plasmonics,A. A. Sahai et al.,2203.11623,2022,Accelerator Science and Technology | Computational | Energy,physics.acc-ph,0,0,0.0,1.0242085661080074,3,3,INSPIRE,https://inspirehep.net/literature/2056887
533,arxiv:2203.09740,Simulations for the Development of Quantum Computational Devices for HEP,"J. B. Kowalkowski, A. L. Lyon.",2203.09740,2022,Computational,quant-ph,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2054561
534,arxiv:2207.07508,Snowmass Early Career: The Key Initiatives Organization,J. Barrow et al.,2207.07508,2022,Community Engagement,physics.soc-ph,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2115318
535,arxiv:2203.15978,Superconducting Sensor Fabrication Capabilities for HEP Science,T. Cecil et al.,2203.15978,2022,Instrumentation,physics.ins-det,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2060080
536,arxiv:2203.08861,Towards an HPC Complementary Computing Facility,K. Herner et al.,2203.08861,2022,Computational,cs.DC,0,0,0.0,1.0242085661080074,1,1,INSPIRE,https://inspirehep.net/literature/2054152
537,arxiv:2203.06788,Ultrafast Inorganic Crystals with Mass Production Capability for Future High-Rate Experiments,C. Hu et al.,2203.06788,2022,Energy | Instrumentation | Rare Processes and Precision Measurements,physics.ins-det,0,0,0.0,1.0242085661080074,3,3,INSPIRE,https://inspirehep.net/literature/2051074
