placement_number,record_id,title,authors_as_listed,arxiv,external_url,frontier_code,frontier,topic,paper_path,official_pdf_url
98,,Leading-Edge Technology And Feasibility-Directed (LEAF) Program Aimed at Readiness Demonstration for Energy Frontier Circular Colliders by the Next Decade,G. Ambrosio et al.,2203.07654,https://arxiv.org/abs/2203.07654,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.07654.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07654.pdf
99,,Fe-Based High Field Superconductors for Cost-Effective Future Accelerator Magnets,F. Kametani et al.,2203.07551,https://arxiv.org/abs/2203.07551,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.07551.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07551.pdf
100,,Superconducting Detector Magnets for High Energy Physics,M. Mentink et al.,2203.07799,https://arxiv.org/abs/2203.07799,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.07799.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07799.pdf
101,,High Field Magnet Development for HEP in Europe: A Proposal from LDG HFM Expert Panel,P. Védrine et al.,2203.08054,https://arxiv.org/abs/2203.08054,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.08054.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08054.pdf
102,,Fiber-Optic Diagnostic System for Future Accelerator Magnets,M. Baldini et al.,2203.08309,https://arxiv.org/abs/2203.08309,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.08309.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08309.pdf
103,,REBCO – a Silver Bullet for our Next High-Field Magnet and Collider Budget?,X. Wang et al.,2203.08736,https://arxiv.org/abs/2203.08736,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.08736.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08736.pdf
104,,Common Coil Dipole for High Field Magnet Design and R&D,R. Gupta et al.,2203.08750,https://arxiv.org/abs/2203.08750,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.08750.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08750.pdf
105,,Advancing Superconducting Magnet Diagnostics for Future Colliders,M. Marchevsky et al.,2203.08869,https://arxiv.org/abs/2203.08869,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.08869.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08869.pdf
106,,Understanding Training in Superconducting Accelerator Magnets using Acoustic Emission Diagnostics,M. Marchevsky.,2203.08871,https://arxiv.org/abs/2203.08871,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.08871.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08871.pdf
107,,"Solving Critical Problems of the Muon Collider Higgs Factory: Optics, Magnets and their Protection, Detector Backgrounds",Yu. I. Alexahin et al.,2203.09010,https://arxiv.org/abs/2203.09010,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.09010.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09010.pdf
108,,"Critical Problems of Energy Frontier Muon Colliders: Optics, Magnets, and Radiation",Yu. I. Alexahin et al.,2203.10431,https://arxiv.org/abs/2203.10431,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.10431.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10431.pdf
109,,High Temperature Superconducting Bi-2212 Magnets for Energy Frontier Circular Colliders,T. Shen et al.,2203.10564,https://arxiv.org/abs/2203.10564,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.10564.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10564.pdf
110,,R&D Works for Superconducting Magnets for Future Accelerator Applications in Japan,T. Ogitsu et al.,2203.12118,https://arxiv.org/abs/2203.12118,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.12118.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.12118.pdf
111,,A Strategic Approach to Advance Magnet Technology for Next Generation Colliders,G. Ambrosio et al.,2203.13985,https://arxiv.org/abs/2203.13985,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.13985.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13985.pdf
112,,A Work Proposal for a Collaborative Study of Magnet Technology for a Future Muon Collider,L. Bottura et al.,2203.13998,https://arxiv.org/abs/2203.13998,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2203.13998.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.13998.pdf
113,,Conductor Properties and Coil Technology for a Bi2212 Dipole Insert for 20 Tesla Hybrid Accelerator Magnets,E. Barzi.,2204.01072,https://arxiv.org/abs/2204.01072,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2204.01072.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.01072.pdf
114,,Challenges and Opportunities to Assure Future Manufacturing of Magnet Conductors for the Accelerator Sector,L. Cooley et al.,2208.12379,https://arxiv.org/abs/2208.12379,AF,Accelerator Science and Technology,Accelerator Technology - Magnets,papers/2208.12379.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2208.12379.pdf
115,,Modeling Needs for High Power Target,C. Barbier et al.,2203.04714,https://arxiv.org/abs/2203.04714,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2203.04714.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.04714.pdf
116,,Radiation Hardened Beam Instrumentations for Multi-Mega-Watt Beam Facilities,K. Yonehara.,2203.06024,https://arxiv.org/abs/2203.06024,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2203.06024.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.06024.pdf
117,,Irradiation Facilities and Irradiation Methods for High Power Target,F. Pellemoine et al.,2203.08239,https://arxiv.org/abs/2203.08239,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2203.08239.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08239.pdf
118,,Novel Materials and Concepts for Next-Generation High Power Target Applications,K. Ammigan et al.,2203.08357,https://arxiv.org/abs/2203.08357,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2203.08357.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08357.pdf
119,,Positron Sources for Future High Energy Physics Colliders,P. Musumeci et al.,2204.13245,https://arxiv.org/abs/2204.13245,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2204.13245.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.13245.pdf
120,,Ion Sources for Production of Highly Charged Ion Beams,A. Lapierre et al.,2205.12873,https://arxiv.org/abs/2205.12873,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2205.12873.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2205.12873.pdf
121,,Spin Polarized Electron Beams Production Beyond III-V Semiconductors,L. Cultrera.,2206.15345,https://arxiv.org/abs/2206.15345,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2206.15345.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2206.15345.pdf
122,,Electron Sources for Accelerators,D. Filippetto et al.,2207.08875,https://arxiv.org/abs/2207.08875,AF,Accelerator Science and Technology,Accelerator Technology - Targets and Sources,papers/2207.08875.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.08875.pdf
123,,Snowmass 2021 Community Survey Report,G. Agarwal et al.,2203.07328,https://arxiv.org/abs/2203.07328,CEF,Community Engagement,General - centered on this frontier,papers/2203.07328.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07328.pdf
124,,In Search of Excellence and Equity in Physics,E. Barzi et al.,2203.10393,https://arxiv.org/abs/2203.10393,CEF,Community Engagement,General - centered on this frontier,papers/2203.10393.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10393.pdf
125,,Snowmass Early Career: The Key Initiatives Organization,J. Barrow et al.,2207.07508,https://arxiv.org/abs/2207.07508,CEF,Community Engagement,General - centered on this frontier,papers/2207.07508.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.07508.pdf
126,,How Community Agreements Can Improve Workplace Culture in Physics,E. Barzi et al.,2209.06755,https://arxiv.org/abs/2209.06755,CEF,Community Engagement,General - centered on this frontier,papers/2209.06755.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.06755.pdf
127,,The Sanford Underground Research Facility,J. Heise.,2203.08293,https://arxiv.org/abs/2203.08293,CEF,Community Engagement,General - cross-listed,papers/2203.08293.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08293.pdf
128,,Innovations in Trigger and Data Acquisition Systems for Next-Generation Physics Facilities,R. Bartoldus et al.,2203.07620,https://arxiv.org/abs/2203.07620,CEF,Community Engagement,Applications and Industry,papers/2203.07620.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.07620.pdf
129,,IsoDAR Overview,J. R. Alonso et al.,2203.08804,https://arxiv.org/abs/2203.08804,CEF,Community Engagement,Applications and Industry,papers/2203.08804.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08804.pdf
130,,Big Industry Engagement to Benefit HEP: Microelectronics Support from Large CAD Companies,G. Carini et al.,2203.08973,https://arxiv.org/abs/2203.08973,CEF,Community Engagement,Applications and Industry,papers/2203.08973.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08973.pdf
131,,C^3 Demonstration Research and Development Plan,E. A. Nanni et al.,2203.09076,https://arxiv.org/abs/2203.09076,CEF,Community Engagement,Applications and Industry,papers/2203.09076.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09076.pdf
132,,Nurturing the Industrial Accelerator Technology Base in the US,A. M. M. Todd et al.,2203.10377,https://arxiv.org/abs/2203.10377,CEF,Community Engagement,Applications and Industry,papers/2203.10377.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10377.pdf
133,,Transformative Technology for FLASH Radiation Therapy,S. Boucher et al.,2203.11047,https://arxiv.org/abs/2203.11047,CEF,Community Engagement,Applications and Industry,papers/2203.11047.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11047.pdf
134,,"Application-Driven Engagement with Universities, Synergies with other Funding Agencies","J. Hoff, S. Memik.",2203.14706,https://arxiv.org/abs/2203.14706,CEF,Community Engagement,Applications and Industry,papers/2203.14706.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.14706.pdf
135,,Programs Enabling Deep Technology Transfer from National Labs,A. Arai et al.,2203.15128,https://arxiv.org/abs/2203.15128,CEF,Community Engagement,Applications and Industry,papers/2203.15128.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.15128.pdf
136,,Enhancing HEP Research in Predominantly Undergraduate Institutions and Community Colleges,M. Bellis et al.,2203.11662,https://arxiv.org/abs/2203.11662,CEF,Community Engagement,Career Pipeline and Development,papers/2203.11662.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11662.pdf
137,,Facilitating Non-HEP Career Transition,S. Malik et al.,2203.11665,https://arxiv.org/abs/2203.11665,CEF,Community Engagement,Career Pipeline and Development,papers/2203.11665.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11665.pdf
138,,Lifestyle and Personal Wellness in Particle Physics Research Activities,T. R. Lewis et al.,2203.08631,https://arxiv.org/abs/2203.08631,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.08631.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08631.pdf
139,,Accessibility in High Energy Physics: Lessons from the Snowmass Process,K. A. Assamagan et al.,2203.08748,https://arxiv.org/abs/2203.08748,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.08748.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08748.pdf
140,,"Strategies in Education, Outreach, and Inclusion to Enhance the US Workforce in Accelerator Science and Engineering",M. Bai et al.,2203.08919,https://arxiv.org/abs/2203.08919,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.08919.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08919.pdf
141,,Why should the U.S. Care about High Energy Physics in Africa and Latin America?,K. A. Assamagan et al.,2203.10060,https://arxiv.org/abs/2203.10060,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.10060.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10060.pdf
142,,Policing and Gatekeeping in STEM,A. K. Hodari et al.,2203.11508,https://arxiv.org/abs/2203.11508,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.11508.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11508.pdf
143,,Power Dynamics in Physics,A. K. Hodari et al.,2203.11513,https://arxiv.org/abs/2203.11513,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.11513.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11513.pdf
144,,Informal Socialization in Physics Training,A. K. Hodari et al.,2203.11518,https://arxiv.org/abs/2203.11518,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.11518.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11518.pdf
145,,"How to Read the Snowmass White Papers on Power Dynamics in Physics, Informal Socialization in Physics Training, and Policing and Gatekeeping in STEM",A. K. Hodari et al.,2203.11523,https://arxiv.org/abs/2203.11523,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2203.11523.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.11523.pdf
146,,Climate of the Field: Snowmass 2021,E. V. Hansen et al.,2204.03713,https://arxiv.org/abs/2204.03713,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2204.03713.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.03713.pdf
147,,Building a Culture of Equitable Access and Success for Marginalized Members in Today's Particle Physics Community,K. A. Assamagan et al.,2206.01849,https://arxiv.org/abs/2206.01849,CEF,Community Engagement,"Diversity, Equity, and Inclusion",papers/2206.01849.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2206.01849.pdf
148,,"Broadening the Scope of Education, Career and Open Science in HEP",S. Malik et al.,2203.08809,https://arxiv.org/abs/2203.08809,CEF,Community Engagement,Physics Education,papers/2203.08809.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08809.pdf
149,,The Necessity of International Particle Physics Opportunities for American Education,E. Arce-Lareta et al.,2203.09336,https://arxiv.org/abs/2203.09336,CEF,Community Engagement,Physics Education,papers/2203.09336.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.09336.pdf
150,,Particle Physics Outreach to K-12 Schools and Opportunities in Undergraduate Education,M. G. Bardeen et al.,2203.10953,https://arxiv.org/abs/2203.10953,CEF,Community Engagement,Physics Education,papers/2203.10953.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.10953.pdf
151,,Transforming U.S. Particle Physics Education: A Snowmass 2021 Study,O. Bitter et al.,2204.08983,https://arxiv.org/abs/2204.08983,CEF,Community Engagement,Physics Education,papers/2204.08983.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2204.08983.pdf
152,,Data Science and Machine Learning in Education,G. Benelli et al.,2207.09060,https://arxiv.org/abs/2207.09060,CEF,Community Engagement,Physics Education,papers/2207.09060.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2207.09060.pdf
153,,U.S. CMS - PURSUE (Program for Undergraduate Research SUmmer Experience),T. Bose et al.,2209.10109,https://arxiv.org/abs/2209.10109,CEF,Community Engagement,Physics Education,papers/2209.10109.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2209.10109.pdf
154,,The Need for Structural Changes to Create Impactful Public Engagement in US Particle Physics,K. A. Assamagan et al.,2203.08916,https://arxiv.org/abs/2203.08916,CEF,Community Engagement,Public Education and Outreach,papers/2203.08916.pdf,https://www.slac.stanford.edu/econf/C210711/papers/2203.08916.pdf
