number,record_id,title,authors_as_listed,arxiv,external_url,frontiers,topics,placement_count,official_pdf_urls
380,arxiv:2203.16979,Quantum Networks for High Energy Physics,A. Derevianko et al.,2203.16979,https://arxiv.org/abs/2203.16979,CompF,CompF: Quantum Computing,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.16979.pdf
381,arxiv:2203.07250,"Quantum Sensors for HEP Science – Interferometers, Mechanics, Traps, and Clocks",D. Carney et al.,2203.07250,https://arxiv.org/abs/2203.07250,CF | IF | RPF,CF: General - cross-listed: | IF: Quantum Sensors | RPF: General - centered on this frontier,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.07250.pdf
382,arxiv:2203.09488,Quantum Sensors for High Precision Measurements of Spin-dependent Interactions,D. Budker et al.,2203.09488,https://arxiv.org/abs/2203.09488,CF | IF,CF: Dark Matter: Wave-like | IF: Quantum Sensors,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.09488.pdf
383,arxiv:2204.03381,Quantum Simulation for High Energy Physics,C. W. Bauer et al.,2204.03381,https://arxiv.org/abs/2204.03381,CompF | TF,CompF: Quantum Computing | TF: Quantum Information Science,2,https://www.slac.stanford.edu/econf/C210711/papers/2204.03381.pdf
384,arxiv:2203.06961,R Measurement and QCD Studies at Future Super Tau−Charm Factory,G. Huang et al.,2203.06961,https://arxiv.org/abs/2203.06961,RPF,RPF: Fundamental Physics in Small Experiments,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06961.pdf
385,arxiv:2203.12118,R&D Works for Superconducting Magnets for Future Accelerator Applications in Japan,T. Ogitsu et al.,2203.12118,https://arxiv.org/abs/2203.12118,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.12118.pdf
386,arxiv:2203.06024,Radiation Hardened Beam Instrumentations for Multi-Mega-Watt Beam Facilities,K. Yonehara.,2203.06024,https://arxiv.org/abs/2203.06024,AF,AF: Accelerator Technology - Targets and Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06024.pdf
387,arxiv:2203.12806,"RADiCAL: Precision-Timing, Ultracompact, Radiation-Hard Electromagnetic Calorimetry",T. Anderson et al.,2203.12806,https://arxiv.org/abs/2203.12806,EF | IF,EF: Electroweak Precision Physics and Constraining New Physics | IF: Calorimetry,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.12806.pdf
388,arxiv:2206.11331,Rare Decays of b and c Hadrons,"W. Altmannshofer, F. Archilli.",2206.11331,https://arxiv.org/abs/2206.11331,RPF,RPF: Weak Decays of b and c Quarks,1,https://www.slac.stanford.edu/econf/C210711/papers/2206.11331.pdf
389,arxiv:2204.00098,Readout for Calorimetry at Future Colliders,T. Andeen et al.,2204.00098,https://arxiv.org/abs/2204.00098,IF,IF: Electronics and ASICs,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.00098.pdf
390,arxiv:2203.14894,Readout Technologies for Future Detectors,M. Begel et al.,2203.14894,https://arxiv.org/abs/2203.14894,IF,IF: Trigger and Data Acquisition,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.14894.pdf
391,arxiv:2203.05924,Real-time Cosmology with High Precision Spectroscopy and Astrometry,S. Chakrabarti et al.,2203.05924,https://arxiv.org/abs/2203.05924,CF,CF: Dark Energy and Cosmic Acceleration: The Modern Universe,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05924.pdf
392,arxiv:2203.08736,REBCO – a Silver Bullet for our Next High-Field Magnet and Collider Budget?,X. Wang et al.,2203.08736,https://arxiv.org/abs/2203.08736,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08736.pdf
393,arxiv:2203.08126,Recent Progress and Next Steps for the MATHUSLA LLP Detector,C. Alpigiani et al.,2203.08126,https://arxiv.org/abs/2203.08126,EF | IF,EF: Beyond the Standard Model - More General Explorations | IF: Cross-Cutting Issues and Systems Integration,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08126.pdf
394,arxiv:2203.05914,"Recoil Imaging for Dark Matter, Neutrinos, and Physics Beyond the Standard Model",C. A. J. O'Hare et al.,2203.05914,https://arxiv.org/abs/2203.05914,CF | IF | NF,CF: Dark Matter: Particle-like | IF: Micro Pattern Gas Detectors | NF: Neutrino Detectors,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.05914.pdf
395,arxiv:2203.07919,Report of the Snowmass'21 Workshop on High-Power Cyclotrons and FFAs,D. Winklehner et al.,2203.07919,https://arxiv.org/abs/2203.07919,AF | NF,AF: Accelerators for Neutrinos | NF: Artificial Neutrino Sources,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07919.pdf
396,arxiv:2203.07907,Resummation for Future Colliders,M. van Beekveld et al.,2203.07907,https://arxiv.org/abs/2203.07907,TF,TF: Theory Techniques for Precision Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07907.pdf
397,arxiv:2204.06667,Review of CMS Contributions to Hadron Spectroscopy,R. Chistov et al.,2204.06667,https://arxiv.org/abs/2204.06667,RPF,RPF: Hadron Spectroscopy,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.06667.pdf
398,arxiv:2203.05531,Review of Neutral Naturalness,B. Batell et al.,2203.05531,https://arxiv.org/abs/2203.05531,TF,TF: Beyond-Standard-Model Model Building,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05531.pdf
399,arxiv:2203.07220,Rubin Observatory after LSST,B. Blum et al.,2203.07220,https://arxiv.org/abs/2203.07220,CF,CF: Dark Energy and Cosmic Acceleration: The Modern Universe,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07220.pdf
400,arxiv:2203.02421,S-Matrix Bootstrap,M. Kruczenski et al.,2203.02421,https://arxiv.org/abs/2203.02421,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.02421.pdf
401,arxiv:2203.08102,SBN-BD: O(10 GeV) Proton Beam Dump at Fermilab's PIP-II Linac,M. Toups et al.,2203.08102,https://arxiv.org/abs/2203.08102,AF | NF | RPF,AF: Accelerators for Rare Processes and Physics Beyond Colliders | NF: Neutrinos Beyond the Standard Model | RPF: Dark Sector Studies at High Intensities,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.08102.pdf
402,arxiv:2203.10046,Scalar-Mediated Dark Matter Model at Colliders and Gravitational Wave Detectors,J. Liu et al.,2203.10046,https://arxiv.org/abs/2203.10046,EF,EF: Beyond the Standard Model - Dark Matter at Colliders,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.10046.pdf
403,arxiv:2207.12400,Scintillating Bubble Chambers: Liquid-Noble Bubble Chambers for Dark Matter and CEνNS Detection,E. Alfonso-Pita et al.,2207.12400,https://arxiv.org/abs/2207.12400,CF | IF | NF,CF: Dark Matter: Particle-like | IF: Noble Element-Based Detectors | NF: Neutrino Detectors,3,https://www.slac.stanford.edu/econf/C210711/papers/2207.12400.pdf
404,arxiv:2203.08771,Searches for Baryon Number Violation in Neutrino Experiments,P. S. B. Dev et al.,2203.08771,https://arxiv.org/abs/2203.08771,NF | RPF,NF: Neutrinos Beyond the Standard Model | RPF: Baryon and Lepton Number Violation,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08771.pdf
405,arxiv:2203.05502,Searches for Long-Lived Particles at the Future FCC-ee,C. B. Verhaaren et al.,2203.05502,https://arxiv.org/abs/2203.05502,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05502.pdf
406,arxiv:2203.12714,"Searches for New Particles, Dark Matter, and Gravitational Waves with SRF Cavities",A. Berlin et al.,2203.12714,https://arxiv.org/abs/2203.12714,CF | CompF | IF | TF,CF: General - centered on this frontier: | CompF: Quantum Computing | IF: Quantum Sensors | TF: General - cross-listed,4,https://www.slac.stanford.edu/econf/C210711/papers/2203.12714.pdf
407,arxiv:2204.13394,Searches for New Physics with High-Intensity Kaon Beams,"KOTO, LHCb, NA62/KLEVER Collaborations, the US Kaon Interest Group.",2204.13394,https://arxiv.org/abs/2204.13394,RPF,RPF: Weak Decays of Strange and Light Quarks,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.13394.pdf
408,arxiv:2203.08347,Sensitivity to Decays of Long-Lived Dark Photons at the ILC,L. Jeanty et al.,2203.08347,https://arxiv.org/abs/2203.08347,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08347pdf
409,arxiv:2202.03389,Sensitivity to Dijet Resonances at Proton-Proton Colliders,R. M. Harris et al.,2202.03389,https://arxiv.org/abs/2202.03389,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.03389.pdf
410,arxiv:2209.01899,Sensitivity to Heavy Neutral Leptons with the SAND Detector at the DUNE ND Complex,Z. G. Moghaddam et al.,2209.01899,https://arxiv.org/abs/2209.01899,NF,NF: Neutrinos Beyond the Standard Model,1,https://www.slac.stanford.edu/econf/C210711/papers/2209.01899.pdf
411,arxiv:2203.07994,Sensitivity to Longitudinal Vector Boson Scattering in W±W±jj at Future Hadron Colliders,A. Apyan et al.,2203.07994,https://arxiv.org/abs/2203.07994,EF,EF: Electroweak Precision Physics and Constraining New Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07994.pdf
412,arxiv:2205.14379,Signal Strength and W-boson Mass Measurements as a Probe of the Electroweak Phase Transition at colliders,A. Papaefstathiou et al.,2205.14379,https://arxiv.org/abs/2205.14379,EF | TF,EF: Higgs Boson Properties and Couplings | TF: Collider Phenomenology,2,https://www.slac.stanford.edu/econf/C210711/papers/2205.14379.pdf
413,arxiv:2203.08107,Simplified Dark Matter Models with Charged Mediators,T. Ghosh et al.,2203.08107,https://arxiv.org/abs/2203.08107,EF | RPF | TF,EF: Beyond the Standard Model - Dark Matter at Colliders | RPF: Fundamental Physics in Small Experiments | TF: Astro-Particle Physics and Cosmology,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.08107.pdf
414,arxiv:2203.07964,Simulated Detector Performance at the Muon Collider,N. Bartosik et al.,2203.07964,https://arxiv.org/abs/2203.07964,EF | IF,EF: General - centered on this frontier | IF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07964.pdf
415,arxiv:2203.09740,Simulations for the Development of Quantum Computational Devices for HEP,"J. B. Kowalkowski, A. L. Lyon.",2203.09740,https://arxiv.org/abs/2203.09740,CompF,CompF: Quantum Computing,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09740.pdf
416,arxiv:2203.06216,Simulations of Silicon Radiation Detectors for High Energy Physics Experiments,B. Nachman et al.,2203.06216,https://arxiv.org/abs/2203.06216,IF,IF: Solid State Detectors and Tracking,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06216.pdf
417,arxiv:2209.03333,Single Vector-Like Top Quark Production via Chromomagnetic Interactions at Present and Future Hadron Colliders at the LHC and FCC-hh/SppC Colliders,A. Belyaev et al.,2209.03333,https://arxiv.org/abs/2209.03333,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2209.03333.pdf
418,arxiv:2203.07406,SMEFT at the LHC and Beyond,W. Shepherd.,2203.07406,https://arxiv.org/abs/2203.07406,EF | TF,EF: Electroweak Precision Physics and Constraining New Physics | TF: Effective Field Theory Techniques,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07406.pdf
419,arxiv:2203.07328,Snowmass 2021 Community Survey Report,G. Agarwal et al.,2203.07328,https://arxiv.org/abs/2203.07328,CEF,CEF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07328.pdf
420,arxiv:2207.07508,Snowmass Early Career: The Key Initiatives Organization,J. Barrow et al.,2207.07508,https://arxiv.org/abs/2207.07508,CEF,CEF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.07508.pdf
421,arxiv:2203.07995,Societal Impacts of Particle Physics Projects,R. Zens et al.,2203.07995,https://arxiv.org/abs/2203.07995,CEF,CEF: Environmental and Societal Impacts,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07995.pdf
422,arxiv:2203.07645,Software and Computing for Small HEP Experiments,D. Casper et al.,2203.07645,https://arxiv.org/abs/2203.07645,CF | CompF | EF | NF | RPF,CF: General - cross-listed: | CompF: General - centered on this frontier: | EF: General - cross-listed | NF: General - cross-listed | RPF: General - cross-listed,5,https://www.slac.stanford.edu/econf/C210711/papers/2203.07645.pdf
423,arxiv:2203.07501,SoLAr: Solar Neutrinos in Liquid Argon,S. Para et al.,2203.07501,https://arxiv.org/abs/2203.07501,NF,NF: Neutrino Detectors,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07501.pdf
424,arxiv:2203.09010,"Solving Critical Problems of the Muon Collider Higgs Factory: Optics, Magnets and their Protection, Detector Backgrounds",Yu. I. Alexahin et al.,2203.09010,https://arxiv.org/abs/2203.09010,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09010.pdf
425,arxiv:2207.10636,Solving Scattering in N=4 Super-Yang-Mills Theory,N. Arkani-Hamed et al.,2207.10636,https://arxiv.org/abs/2207.10636,TF,TF: Scattering Amplitudes,1,https://www.slac.stanford.edu/econf/C210711/papers/2207.10636.pdf
426,arxiv:2203.06112,Solving Simulation Systematics in and with AI/ML,B. Viren et al.,2203.06112,https://arxiv.org/abs/2203.06112,CompF,CompF: Machine Learning,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06112.pdf
427,arxiv:2202.11529,Some Aspects of the Impact of the Electron Ion Collider on Particle Physics at the Energy Frontier,"S.V. Chekanov, S. Magill.",2202.11529,https://arxiv.org/abs/2202.11529,EF,EF: QCD and Strong Interactions - Hadronic Structure and Forward QCD Processes,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.11529.pdf
428,arxiv:2203.08026,Some Open Questions in Axion Theory,P. Agrawal et al.,2203.08026,https://arxiv.org/abs/2203.08026,TF,TF: Beyond-Standard-Model Model Building,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.08026.pdf
429,arxiv:2206.15345,Spin Polarized Electron Beams Production Beyond III-V Semiconductors,L. Cultrera.,2206.15345,https://arxiv.org/abs/2206.15345,AF,AF: Accelerator Technology - Targets and Sources,1,https://www.slac.stanford.edu/econf/C210711/papers/2206.15345.pdf
430,arxiv:2203.07056,Stau Study at the ILC and its Implication for the Muon g-2 Anomaly,M. Endo et al.,2203.07056,https://arxiv.org/abs/2203.07056,EF,EF: Beyond the Standard Model - Model Specific Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07056.pdf
431,arxiv:2203.07535,Strange Quark as a Probe for New Physics in the Higgs Sector,A. Albert et al.,2203.07535,https://arxiv.org/abs/2203.07535,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07535.pdf
432,arxiv:2203.06773,Strategies for Beam-Induced Background Reduction at Muon Colliders,D. Ally et al.,2203.06773,https://arxiv.org/abs/2203.06773,EF | IF,EF: General - centered on this frontier | IF: Solid State Detectors and Tracking,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.06773.pdf
433,arxiv:2203.06800,Strategies for Conformal REBCO Windings,J. Rogers et al.,2203.06800,https://arxiv.org/abs/2203.06800,AF | EF,AF: Multi-TeV Colliders | EF: General - cross-listed,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.06800.pdf
434,arxiv:2203.08919,"Strategies in Education, Outreach, and Inclusion to Enhance the US Workforce in Accelerator Science and Engineering",M. Bai et al.,2203.08919,https://arxiv.org/abs/2203.08919,AF | CEF,"AF: Beam Physics and Accelerator Education | CEF: Diversity, Equity, and Inclusion",2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08919.pdf
435,arxiv:2203.07646,Strategy for Understanding the Higgs Physics: The Cool Copper Collider,S. Dasu et al.,2203.07646,https://arxiv.org/abs/2203.07646,AF | EF | IF,AF: Accelerators for Electroweak and Higgs | EF: Higgs Boson Properties and Couplings | IF: General - cross-listed,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.07646.pdf
436,arxiv:2204.01742,String Theory and Particle Physics,M. Cvetic et al.,2204.01742,https://arxiv.org/abs/2204.01742,TF,"TF: String Theory, Quantum Gravity, and Black Holes",1,https://www.slac.stanford.edu/econf/C210711/papers/2204.01742.pdf
437,arxiv:2203.07218,Strong CP Beyond Axion Direct Detection,N. Blinov et al.,2203.07218,https://arxiv.org/abs/2203.07218,CF | EF | TF,CF: Dark Matter: Wave-like | EF: Beyond the Standard Model - More General Explorations | TF: Beyond-Standard-Model Model Building,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.07218.pdf
438,arxiv:1901.11146,Studies of Granularity of a Hadronic Calorimeter for Tens-of-TeV Jets at a 100 TeV pp Collider,C.-H. Yeh et al.,1901.11146,https://arxiv.org/abs/1901.11146,EF | IF,EF: Beyond the Standard Model - More General Explorations | IF: Calorimetry,2,https://www.slac.stanford.edu/econf/C210711/papers/1901.11146.pdf
439,arxiv:2203.03035,Study of CP violation in Hyperon Decays at Super Charm-Tau Factories with a Polarized Electron Beam,N. Salone et al.,2203.03035,https://arxiv.org/abs/2203.03035,RPF,RPF: Weak Decays of Strange and Light Quarks,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.03035.pdf
440,arxiv:2203.10184,Study of Electroweak Phase Transition in Exotic Higgs Decays at the CEPC,Z. Wang et al.,2203.10184,https://arxiv.org/abs/2203.10184,EF,EF: Higgs Boson as a Portal to New Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.10184.pdf
441,arxiv:2203.07202,Study of the hγZ coupling at the ILC,Y. Aoki et al.,2203.07202,https://arxiv.org/abs/2203.07202,EF,EF: Higgs Boson Properties and Couplings,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07202.pdf
442,arxiv:2203.07987,Study Overview for Super Proton-Proton Collider,J. Tang et al.,2203.07987,https://arxiv.org/abs/2203.07987,AF,AF: Multi-TeV Colliders,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07987.pdf
443,arxiv:2203.16583,Substructure of Multiquark Hadrons,N. Brambilla et al.,2203.16583,https://arxiv.org/abs/2203.16583,RPF,RPF: Hadron Spectroscopy,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.16583.pdf
444,arxiv:2206.03456,Summarizing Experimental Sensitivities of Collider Experiments to Dark Matter Models and Comparison to Other Experiments,A. Boveia et al.,2206.03456,https://arxiv.org/abs/2206.03456,EF,EF: Beyond the Standard Model - Dark Matter at Colliders,1,https://www.slac.stanford.edu/econf/C210711/papers/2206.03456.pdf
445,arxiv:2203.07799,Superconducting Detector Magnets for High Energy Physics,M. Mentink et al.,2203.07799,https://arxiv.org/abs/2203.07799,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07799.pdf
446,arxiv:2204.01919,Superconducting Nanowire Single-Photon Detectors and Effect of Accumulation and Unsteady Releases of Excess Energy in Materials,S. Pereverzev et al.,2204.01919,https://arxiv.org/abs/2204.01919,CF | IF | NF,CF: General - cross-listed: | IF: Calorimetry | NF: General - cross-listed,3,https://www.slac.stanford.edu/econf/C210711/papers/2204.01919.pdf
447,arxiv:2203.15978,Superconducting Sensor Fabrication Capabilities for HEP Science,T. Cecil et al.,2203.15978,https://arxiv.org/abs/2203.15978,IF,IF: Cross-Cutting Issues and Systems Integration,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.15978.pdf
448,arxiv:2202.08154,Supersymmetric Lattice Theories,S. Catterall et al.,2202.08154,https://arxiv.org/abs/2202.08154,TF,TF: Lattice Gauge Theory,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.08154.pdf
449,arxiv:2203.07423,Sustainability Considerations for Accelerator and Collider Facilities,T. Roser.,2203.07423,https://arxiv.org/abs/2203.07423,AF | CEF,AF: Accelerator Technology - RF | CEF: Environmental and Societal Impacts,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.07423.pdf
450,arxiv:2203.06153,Symmetry Group Equivariant Architectures for Physics,A. Bogatskiy et al.,2203.06153,https://arxiv.org/abs/2203.06153,CompF,CompF: Machine Learning,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06153.pdf
451,arxiv:2203.06781,Synergies between Dark Matter Searches and Multiwavelength/Multimessenger Astrophysics,S. Ando et al.,2203.06781,https://arxiv.org/abs/2203.06781,CF,CF: Dark Matter: Particle-like,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.06781.pdf
452,arxiv:2203.07377,Synergy between Cosmological and Laboratory Searches in Neutrino Physics,K. N. Abazajian et al.,2203.07377,https://arxiv.org/abs/2203.07377,CF | NF | TF,CF: Cosmic Probes of Fundamental Physics | NF: Neutrino Properties | TF: Theory of Neutrino Physics,3,https://www.slac.stanford.edu/econf/C210711/papers/2203.07377.pdf
453,arxiv:2203.11846,Tabletop Experiments for Infrared Quantum Gravity,D. Carney et al.,2203.11846,https://arxiv.org/abs/2203.11846,TF,TF: Quantum Information Science,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11846.pdf
454,external:https://hal.archives-ouvertes.fr/hal-03634918,Tagged Neutrino Beams,M. Perrin-Terrin.,,https://hal.archives-ouvertes.fr/hal-03634918,AF | IF | NF,AF: Accelerators for Neutrinos | IF: Solid State Detectors and Tracking | NF: Neutrino Oscillations,3,https://www.slac.stanford.edu/econf/C210711/papers/HAL-03634918.pdf | https://www.slac.stanford.edu/econf/C210711/papers/hal-03634918.pdf
455,arxiv:2203.05591,Tau Neutrinos in the Next Decade: from GeV to EeV,R. Mammen Abraham et al.,2203.05591,https://arxiv.org/abs/2203.05591,CF | EF | IF | NF | TF | UF,CF: Cosmic Probes of Fundamental Physics | EF: Beyond the Standard Model - More General Explorations | IF: General - cross-listed | NF: Neutrinos Beyond the Standard Model | TF: Theory of Neutrino Physics | UF: Underground Facilities for Neutrinos,6,https://www.slac.stanford.edu/econf/C210711/papers/2203.05591.pdf
456,arxiv:2203.04902,Tensor Networks for High Energy Physics,Y. Meurice et al.,2203.04902,https://arxiv.org/abs/2203.04902,CompF | TF,CompF: Quantum Computing | TF: Quantum Information Science,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.04902.pdf
457,arxiv:2203.09944,Test Beam and Irradiation Facilities,M. Hartz et al.,2203.09944,https://arxiv.org/abs/2203.09944,IF,IF: Cross-Cutting Issues and Systems Integration,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.09944.pdf
458,arxiv:2203.07274,Test Samples and Infrastructure for Accelerator Magnet Developments,S. Stoynev.,2203.07274,https://arxiv.org/abs/2203.07274,AF,AF: Accelerator Technology - Magnets,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.07274.pdf
459,arxiv:2203.05505,Testing Lepton Flavor Universality and CKM Unitarity with Rare Pion Decays in the PIONEER experiment,W. Altmannshofer et al. (PIONEER Collaboration),2203.05505,https://arxiv.org/abs/2203.05505,RPF,RPF: Fundamental Physics in Small Experiments,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.05505.pdf
460,arxiv:2203.06219,Testing Neutrino Flavor Models,J. Gehrlein et al.,2203.06219,https://arxiv.org/abs/2203.06219,NF | TF,NF: Neutrino Oscillations | TF: Theory of Neutrino Physics,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.06219.pdf
461,arxiv:2202.11012,The Analytic Conformal Bootstrap,T. Hartman et al.,2202.11012,https://arxiv.org/abs/2202.11012,TF,TF: Conformal Field Theory and Formal Quantum Field Theory,1,https://www.slac.stanford.edu/econf/C210711/papers/2202.11012.pdf
462,arxiv:2203.11349,The Belle II Detector Upgrade Program,F. Forti (Belle II Collaboration).,2203.11349,https://arxiv.org/abs/2203.11349,IF,IF: General - centered on this frontier,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.11349.pdf
463,arxiv:2203.13768,The CAFAna Framework for Neutrino Analysis,C. Backhouse et al.,2203.13768,https://arxiv.org/abs/2203.13768,CompF | NF,CompF: End User Analysis | NF: Neutrino Oscillations,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.13768.pdf
464,arxiv:2208.10466,The Carbon Footprint of Proposed e+e- Higgs Factories,"P. Janot, A. Blondel.",2208.10466,https://arxiv.org/abs/2208.10466,AF | EF,AF: Accelerators for Electroweak and Higgs | EF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2208.10466.pdf
465,arxiv:2203.09186,The CLIC Project,O. Brunner et al.,2203.09186,https://arxiv.org/abs/2203.09186,AF | EF,AF: General - centered on this frontier | EF: General - centered on this frontier,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.09186.pdf
466,arxiv:2204.04575,The COHERENT Experimental Program,D. Akimov et al.,2204.04575,https://arxiv.org/abs/2204.04575,CF | IF | NF,CF: Dark Matter: Particle-like | IF: Noble Element-Based Detectors | NF: Neutrino Interaction Cross Sections,3,https://www.slac.stanford.edu/econf/C210711/papers/2204.04575.pdf
467,arxiv:2203.03710,The Composite Higgs Signal at the Next Big Collider,K. Lane.,2203.03710,https://arxiv.org/abs/2203.03710,EF,EF: Beyond the Standard Model - More General Explorations,1,https://www.slac.stanford.edu/econf/C210711/papers/2203.03710.pdf
468,arxiv:2203.08121,The Cosmological Bootstrap,D. Baumann et al.,2203.08121,https://arxiv.org/abs/2203.08121,CF | TF,CF: Dark Energy and Cosmic Acceleration: Cosmic Dawn and Before | TF: Astro-Particle Physics and Cosmology,2,https://www.slac.stanford.edu/econf/C210711/papers/2203.08121.pdf
469,arxiv:2202.08292,The Deepest Problem: Some Perspectives on Quantum Gravity,S. B. Giddings.,2202.08292,https://arxiv.org/abs/2202.08292,TF,"TF: String Theory, Quantum Gravity, and Black Holes",1,https://www.slac.stanford.edu/econf/C210711/papers/2202.08292.pdf
470,arxiv:2209.07412,The Dense Matter Equation of State and QCD Phase Transitions,S. Bogdanov et al.,2209.07412,https://arxiv.org/abs/2209.07412,CF,CF: Cosmic Probes of Fundamental Physics,1,https://www.slac.stanford.edu/econf/C210711/papers/2209.07412.pdf
471,arxiv:2204.06547,The Double Copy and its Applications,T. Adamo et al.,2204.06547,https://arxiv.org/abs/2204.06547,TF,TF: Scattering Amplitudes,1,https://www.slac.stanford.edu/econf/C210711/papers/2204.06547.pdf
472,arxiv:2111.02442,The Effective Vector Boson Approximation in High-Energy Muon Collisions,R. Ruiz et al.,2111.02442,https://arxiv.org/abs/2111.02442,AF | CompF | EF | TF,AF: Multi-TeV Colliders | CompF: Theoretical Calculations and Simulations | EF: Electroweak Precision Physics and Constraining New Physics | TF: Collider Phenomenology,4,https://www.slac.stanford.edu/econf/C210711/papers/2111.02442.pdf
473,arxiv:2203.08803,The European Spallation Source Neutrino Super Beam,A. Alekou et al.,2203.08803,https://arxiv.org/abs/2203.08803,AF | CF | NF | RPF | UF,AF: Accelerators for Neutrinos | CF: General - cross-listed: | NF: General - centered on this frontier | RPF: General - centered on this frontier | UF: General - centered on this frontier:,5,https://www.slac.stanford.edu/econf/C210711/papers/2203.08803.pdf
474,arxiv:2203.05090,The Forward Physics Facility at the High-Luminosity LHC,J. L. Feng et al.,2203.05090,https://arxiv.org/abs/2203.05090,AF | CF | EF | IF | NF | RPF | TF,AF: General - centered on this frontier | CF: General - centered on this frontier: | EF: General - centered on this frontier | IF: General - centered on this frontier | NF: General - centered on this frontier | RPF: General - centered on this frontier | TF: General - cross-listed,7,https://www.slac.stanford.edu/econf/C210711/papers/2203.05090.pdf
